questionType,question
open-ended,If I buy this through Amazon will I get any type of warranty?
open-ended,How do you fold it in the bag?
open-ended,"Are the dimensions of the Peapod Plus the same as the Peapod? If not, what are the dimensions?"
open-ended,Or can I get it all Black?
open-ended,Why is there an Onyx I and Onyx II (or old and new)? Anyone know what that means?
open-ended,Hi... This cstroller can use a newborn ?
open-ended,Will it fit my combi and does it protect against the wind
open-ended,I dont grasp much from the dimentions given. How many inches in length??
open-ended,Can this be device to be watched simultaneously with 2 or 3 devices at the same time?
open-ended,Can this be used to hold a bookshelf or other furniture to a wall? This is the closest I can find.
open-ended,"how many items are include it, one or two? does it come just the heater or with the cover too shown in the pic?"
open-ended,"Hi, what is the model of this can? And how many feet away is it able to see in the dark? Thanks!"
open-ended,This stroller says its not to be used for jogging?! What?! Has anyone used their Elite for jogging? How does it handle? Are there safety concerns?
open-ended,"My baby is about to 3 month old. I am confused regarding this pillow, should I buy it or no because this pillow is for 6 month or up. so plz suggest."
open-ended,This seat is the only booster with the secure safe guard for the belt buckle. Is it really worth while to purchase this seat for that security alone? Or are other booster seats just as safe without it?
open-ended,What age can you use this up to ?
open-ended,What is the distance from the floor to the butt of the seat at the lowest setting?
open-ended,When gate is opened do you have to step over it?
open-ended,these storages work with the natural nipples?
open-ended,Toddler facing forward on rear seat? Has anyone found a safe way to face a toddler forward in the backseat?
open-ended,What is the maximum seat height?
open-ended,What's the difference between the compact and classic?
open-ended,Are these the wider bottles or skinny ones?
open-ended,The material of this bottle is glass or something else?
open-ended,What is the mattress size for this bed?
open-ended,whats the size of the sheet?
open-ended,"the product description says ""snaps available."" is this listed product the snap version or velcro version?"
open-ended,"How sturdy is the bed when u remove 1 side of the crib 4 toddler? When the mattress is on highest setting w/ side off what does it Measures, floor up?"
open-ended,What material???
open-ended,Will this work with pudding thick purreed food? Or only with thinner liquids?
open-ended,How is the ProRide on an airplane?
open-ended,How does one drink from this spout? My kid can't do it and I tried myself and get nothing out!
open-ended,How fast does it drain batteries?
open-ended,What size are they?
open-ended,How big are the openings? I want to use with ferrets but need to make sure that can't squeeze through.
open-ended,What are the shipping dimensions?
open-ended,I don't see anything that states what age-appropriate this is designed for?
open-ended,Is nursing/breastfeeding easy in this? Do you feel covered or exposed?
open-ended,"How tall is the handlebar. I am 5' 3"" would it be ok for me? My husband is 6' 1""? Help?"
open-ended,What are the dimensions of the package when shipped?
open-ended,What motors work well with this mobile?
open-ended,"what's in it besides witch hazel, if no alcohol? Is it water?"
open-ended,how easy would this be to open for an arthritic grandma holding a baby?
open-ended,The item details says that the chair weighs 33 pounds -- is that correct? That is much lighter than every other glider I've looked at.
open-ended,"Any mention of the bpa free on the box, any toxic smell?"
open-ended,"How does the strap attach to the harness? Is it stitched together? A standard ""O"" ring?? I am trying to determine if I can attach a longer tether?"
open-ended,Can we use other liners? eg. pre-fold liners by other brands?
open-ended,what size is this sling? What size is this sling?
open-ended,"I'm a guy that's about 5'11 200lbs, any advice of how this will fit? Wife bought the Chicco Coda and it's so tight I barely could even breathe in it."
open-ended,Where is the product made?
open-ended,cups for baby
open-ended,"I am putting diapers in, pushing them down, but they never fall down. What am I doing wrong?"
open-ended,"How many recline positions does it have in rear facing? and also, can it be reclined when baby is already in seat?"
open-ended,Are these worth the cost? We are both Bummis and Bumpkins prefolds with Rumperooz covers-so bulky in front! What size for trifold in a cover?
open-ended,What if one just bends forward to get the correct anorectal angle? Will that be as good as using this?
open-ended,I need to know from the supplier the manufacture date on this seat so I can determine the expiration date -- thanks!
open-ended,What insert can you use for newborns to prevent the sliding?
open-ended,may i know the price is only for sling or tub with sling?
open-ended,Why is this only $46.86: What is the difference??
open-ended,dimenciones what the packaging for shipment?
open-ended,Slow nipples are included?
open-ended,Do you know which model this is? Looking at the Evolution Swift All-Terrain or Evolution Terrain elsewhere for comparison but not sure it's the same?
open-ended,Does anyone else have the issue having to suck really hard to get something through the straw?? Am I missing something??
open-ended,How do I wash this?
open-ended,What are the dimensions of the seat when unfolded? The dimensions as given are 10 x 17 x 28.5 inches. 10inches!?
open-ended,What is the voltage range of the D/C adapter? Is it only 120V?
open-ended,"9"" vs. 7"""
open-ended,How many hours does it take to thaw frozen breastmilk in the refrigerator stored in these bottles?
open-ended,Is this 2013 or 2014?
open-ended,What's the weight of the package ?
open-ended,how much does it weigh ?
open-ended,Will it puree cooked asparagus since that veggie tends to have strings that need to be removed or would the strings clog it up too fast?
open-ended,How many cards does this come with? (Color vs B&amp;W)?
open-ended,hi there are you able to ship to new zealand and what would be the cost?
open-ended,"How soon after delivery can you wear this? Is there a waiting period, or should I start right away? thanks!"
open-ended,What kind of plastic are they made of? #?
open-ended,"Does it use the latch system, or does it require you to use a seatbelt?"
open-ended,Does anyone know i the mounting kit- to place the car seat onto the stroller- comes with this set?
open-ended,"What is the estimated time of delivery for Washington, DC?"
open-ended,"I would like to know if is as shown in the drawing, if both sides have 2 children, or mammary seat is sold separately, or all enter it set?"
open-ended,Would anyone recommend this stroller for a tall 18month old? My daughter is already 32 inches and 25 lbs. I'd like one that she won't outgrow soon?
open-ended,What are the total dimensions of the crib AND changing table connected once assembled? I have limited space in my house and need to know if it'll fit
open-ended,What are the categories of music and selections for each category? I know some mobiles have maybe 3 or 4 songs and can get quite boring (for me).
open-ended,What are the dimensions when folded? Wondering if it can fit in a large suitcase?
open-ended,any recommendations for a walker for a dwarf?
open-ended,What is the size of the pad? Will a bassinet mattress fit in it?
open-ended,Compatible Infant Car Seats? Does anyone know for sure?
open-ended,How tall does your baby need to be to use this walker?
open-ended,Would you recommend this or something else?We're using a Medela pump &amp; not sure on bottle type yet. We're having twins so any suggestions...
open-ended,What is this made from? Is it EVA foam?
open-ended,Is the foot pedal made of metal? Is it sturdy?
open-ended,"Does this fit the bassinet AND the seat? Basically, does it fit the whole entire travel system?"
open-ended,does this stroller recline all the way? also do you need to purchase a separate sun/rain/bug protector or does it come down low enough? thank you!
open-ended,What detergent do you use with cloth diapers to make them last?
open-ended,All. how many bottles has the box?
open-ended,Thinking about trying cloth diapers for the first time....what do you need to get going if using this product? 4 mo old and 4 y.o. (for night time)
open-ended,Is MDF used in the making of the crib or is it 100% wood?
open-ended,What color is this? It says gray/red/black. Is it a combination of all colors or one of either? It doesn't give me the option to choose
open-ended,"Can you leave this charging and on all night, or do you have to remove it from the charging station to turn it on as a night light?"
open-ended,Is it hard to clean? Is a fast flow?
open-ended,"I am interested in ordering 50 bibs to embroider, but I would like them all the same color, or just a few colors. Can I special order?"
open-ended,Are these made from 100% silicone? As in when you twist it does it turn whiteish?
open-ended,Hi! I need to know the package weight?
open-ended,"Very disappointed that this ""easy to set up"" system is quite the opposite. There are no instructions to assist with wifi configuration. Any ideas?"
open-ended,does anyone know how to clean this mattress? Anyone ever cleaned it before? just use water or require some other steps?
open-ended,Does the door latch properly or will my toddler be able to open it easily?
open-ended,I just received this today and noticed that the bottom of the water reservoir seems to have rust spots. Anyone else notice this?
open-ended,"So, this is very unclear to me -- do you actually receive 3 tubes or just 1, 3 oz. tube? Thanks"
open-ended,Is it ever a problem to not have a hand brake? Do you need to avoid hills and bridges with this model?
open-ended,How does this pad mount to a piece of furniture (i.e. dresser top)?
open-ended,What to do if it is broken
open-ended,how old or large of a child will it accomodate. so many reviews on chairs claim they are too small
open-ended,What is a good brush for cleaning the soft upper part of the straw?
open-ended,What's the best way to attach this to a dresser?
open-ended,are the eyes plastic or fabric?
open-ended,Does this swing have 5-point harness? removable machine washable parts? a plug in or adapter? quiet motor?
open-ended,"Do you also need to get a mattress pad, or is the cover already waterproof?"
open-ended,age of baby?
open-ended,"I am unable to get the supplement to go through the tubing. I have followed the directions, but can't seem to get it to work. Any ideas?"
open-ended,Are the spouts on these plastic or the soft rubber?
open-ended,My question is in regards to batteries - are they included? What battery type does it take?
open-ended,what are the measurements when it is set up?
open-ended,Does it goes with any peg perego stroller system? (book plus?)
open-ended,Could I just purchase the bumper and sheet? I already have a mattress and basket from my first baby?
open-ended,When do you usually remove infant body pillow?
open-ended,What flow nipples does the 4oz come with? Does the 4 oz also come with this?
open-ended,"Appropriate for a 4-year old at 28 lbs? Fits in '99 Honda Accord? I know the minimum requirements for this car seat is: at least 2 years old and 25 lbs, but just curious if anyone knows if there are any disadvantages to using this vs. a regular..."
open-ended,"We have had this thing for a couple of years now, how does it dispense soap???"
open-ended,Does this wheel board attach to the bob stroller or city select?
yes/no,Is this a spray? Thanks.
yes/no,Has anyone noticed the increase in the price for the 6.7oz bottle?? It was $33.19 this past September when I bought it.
yes/no,Does this product foam?
yes/no,does it have a automatic shut off
yes/no,should I wear sunscreen with bain de soleil?
yes/no,Can you take a bath in the seaweed?
yes/no,Is it safe to wash the brush attachments?
yes/no,Do you make any products without fragrance. I have contact dermatitis and cannot use anything with fragrance on my face especially my eyes.
yes/no,Can this moisturizer be used under makeup?
yes/no,does this come with a diffuser?
yes/no,Does this have enough power for acrylic nails?
yes/no,I have seen other products similar to this that say they are FDA approved in the US. Is this product approved by the FDA ?
yes/no,"Hi, I have very thick, long hair. I was wondering if this brush would have bristles long enough to reach my scalp. Also, do the bristles bend easily?"
yes/no,"I am light skin complexion with reddish stretch marks on my waist, would this product work for me?"
yes/no,Would this product be appropriate for a very thick massage cream?
yes/no,Do you apply this before and after indoor tanning?
yes/no,I have deep vertical wrinkles between my brows. Will this cream help?
yes/no,"I received a bottle and the inside seal is not securely sealed. Also, there is a piece of crinkled plastic inside. Is that how it's packaged?"
yes/no,Is this product heat resistant for straightening and curling?
yes/no,May I request for a manual instruction on this product?
yes/no,OMG! The directions are microscopically small! I can't even read the directions...can you please send me directions as to how to use this product?
yes/no,is the $120.00 model good for long hair?
yes/no,Does hair slide around on the wand while youre curling it?
yes/no,Does it fit US outlets?
yes/no,Is this product have and expired date for use on it?
yes/no,Is this safe for color treated hair?
yes/no,Does the system come with instructions?
yes/no,Does this item bring a tracking number?
yes/no,Does this product help with puffy baggy eyes typical of sleep deprivation?
yes/no,Does this product contain sodium chloride?
yes/no,IS THERE ANYTHING COMPARABLE TO LOVING CARE?
yes/no,Does this have dual voltage _ i travel frequently to UK
yes/no,Can these be used with paint?
yes/no,Does this work on artificial nails??
yes/no,did anybody see any fast hair growth?
yes/no,Is this the 1.7 oz /50ml size advanced anti-aging serum?
yes/no,Am I getting 7 bottles
yes/no,Can you use this under makeup?
yes/no,is there red in this palett?
yes/no,"Is this set a liter of each, shampoo and conditioner??"
yes/no,Can this be shipped to a military APO address?
yes/no,Can you cut the strips?
yes/no,Does it come with it's own batteries and if not what size batteries does it need
yes/no,Do you have a diffuser that fits this hair dryer?
yes/no,"Essential oil, for pores and to especially relax before bed, have you used one sold on Amazon with this product? Thank you"
yes/no,Does Vinylux add more strength to the nails than a regular top coat?
yes/no,Is this item sealed and in a box?
yes/no,"Is this circular bulb 3/4 "" inch in diameter?"
yes/no,I love this mirror except the half circle metal band under the mirror is off centered so the mirror is tilted. Did anyone else have this problem?
yes/no,Is this an authentic prouduct from Amazon with the name on the cap and an experation date on the jar/bottle
yes/no,"I am long time fan of DK Cashmere Mist but have never purchased on line. The reviews are mixed, is this offering the ""real"" Cashmere Mist or a fake."
yes/no,"If this product doesn't work well on real nails, is there an OPI all in one that does?"
yes/no,Could this be used for bath bombs?
yes/no,Is this iron new in box?
yes/no,CAN YOU ADJUST THE SHIPPING FOR ORDERING 10 ?
yes/no,Does the plates have a protective paper on the back?
yes/no,Can you use this comb in the shower without ruining it?
yes/no,Does the cool setting really blow cool air?
yes/no,is this product good for kids?
yes/no,Does this work with any regular nail polish?
yes/no,does revitol and dermology work well on wrinkles?
yes/no,"Does it help with fragile, breaking, falling hair?"
yes/no,My nails split at the sides. Will this product help to prevent that?
yes/no,does it have a cord?
yes/no,Does this work well if you have dry skin?
yes/no,Can The Jojoba And Peppermint Stimulate Hair Growth??
yes/no,Does it have different heat settings?
yes/no,can you use temptu makeup in the luminess airbrush machine
yes/no,Is this Model 311A?
yes/no,Does this stuff Removes Dark Circles
yes/no,I bought this not knowing it was the pink night cream which I have a large jar of. Do you have the extra emollient DAY moisturizer? I really would love to acquire it asap....
yes/no,Is this ok for infants &gt; 6 months?
yes/no,Can you use this as a pre shave for your head also?
yes/no,I died my hair with henna a few months ago. Can I dye it now? I would like to highlight it (bleach). Some colorists are telling me that I can't though
yes/no,Can you use this product on colored treated hair
yes/no,does the crown on top of the bottle split?
yes/no,Can I use proactive with this mask
yes/no,Is it as good as Clarisonic?
yes/no,can you use blond hair
yes/no,Is it comfortable?
yes/no,Is each bottle 8 ounces?
yes/no,"I want this to practice braiding all sorts of braid styles, is this practical for that??"
yes/no,is it good for face?
yes/no,"Does this hair dryer come with any attachments, such as a diffuser?"
yes/no,does it work for deeper wrinkles?
yes/no,Can you remove and clean the screen?
yes/no,I heard use of sun deactivate retinol so use should be limited for night. For that reason I hesitated long to buy this product. Does someone think so
yes/no,is this stamp need special plated and nail Polish ?coz its dont work with shiny plated.
yes/no,"I want the regular Daisy (like I got at Macys) not the blue flower version, is this the regular white flower one?"
yes/no,Are there different heat settings?
yes/no,does it ship to venezuela?
yes/no,Is this for the shampoo and conditioner?
yes/no,Are they hard to put on?
yes/no,do you ship to hawaii
yes/no,does this work on the springfield xd-s mag.
yes/no,Has anyone used this on their body with good results?
yes/no,can you use this for an indoor tanning bed?
yes/no,can you use this lying down..is the arm long enough
yes/no,Are these bobby pins thicker than the standard ones? I know they're longer.
yes/no,i was told this was a dual voltage product. is it?
yes/no,is this raw (unheated)?
yes/no,Does the cap heat up in the back?
yes/no,Does this product fit men's two feet at the same time???
yes/no,Does it work on small stomachs to make them firmer aND on skinny legs. I work out at the gym but want my stomach smaller and more firm
yes/no,Does this product have a warranty?
yes/no,can I use any brand of solution with the maxi mist machine? I want to use norvell's venetian color...
yes/no,when i put this in my cart to check out..the picture of the bottle changes...will i be getting the one thats shown here?
yes/no,is this comb seamless?
yes/no,Is there a safety seal when you first receive the cream?
yes/no,is true beige lighter than nouveau beige
yes/no,Can I use this as a loofah for showering? I am looking for something to remove the chlorine from my skin all over my body after swimming
yes/no,Is this product unscented?
yes/no,Are these good for exfoliation?
yes/no,Do the metal cores extend completely into the curler?
yes/no,Do the two objects usually arrive separately?
yes/no,is this GLUTEN FREE? I see there are oats in the product and some are processed with wheat.
yes/no,Can I put this on my hair?
yes/no,"Is this the color: Naturelle, Pale Neutral Tone 070-04"
yes/no,Does this help with acne prone skin?
yes/no,"Box: ""Intensive Age Treatment Serum."" Bottle: ""Premier Facial Serum."" Is this the same product I have which says ""Intensive Age Treatment Serum?"""
yes/no,Will it show up on black hair?
yes/no,Is this safe for hair
yes/no,my current bulbs are VEL73 -T12/100W. Will these work?
yes/no,my husband has very bad hard dryskin on elboes and knees. It is like elephant skin. Will this butter take away that roughness?
yes/no,does it come with the color chart?
yes/no,Is this the lotion that helps with tattoo's and keeping the color bright ?
yes/no,Does this come with the hardware needed to install it?
yes/no,Can this be used with sculptured nails? (powder and liquid)
yes/no,"Does this dryer have a constant cold setting? I do not want to have to always hold down a ""cool"" button like with most American hair dryers. :("
yes/no,Will this work with a galaxy S5?
yes/no,can you use it on short hair
yes/no,Can I use Schwarzkopf permanent Hair Color with a different brand color developer? Thanks.
yes/no,Do I have to order liners as well?
yes/no,is this genuine ben nye cameo powder?
yes/no,"How many 8 oz boxes of L'Oreal Natural Match Hair Colour, Dark Ash Brown (4C) will I get for the $69.99 price?"
yes/no,does this get rid of the mark that a pimple sometime leaves? thanks
yes/no,Is it recommended for someone with dry hair?
yes/no,"Is this OK for super close whole-head use? I want to cut as short as possible without having to 'shave.' Typically buzz 2x per week, but older cheapo on battery died. I do not understand ""000"" and ""#1"" blade sizes - depths."
yes/no,Do you have to use shampoo to wash it from hair?
yes/no,Does it contain any traces of lead?
yes/no,does this product contain gluten?
yes/no,"hi, does it really get the roots straight. I am putting a weave in and I am already natural but need my edges straight. Does this do the job w/o burning the skin?"
yes/no,Can it enhance strawberry blonde hair?
yes/no,Could please explain the benefit of using mineral oil in your product? It is known to increase photo-aging of the skin.
yes/no,"Does this product contain Matrixyl? I was told ""St. Ives Swiss Formula Collagen Elastin"" does. Nott sure if this is the same as ""Swiss Formula."""
yes/no,Will this fit the T3 Featherweight model 73808 from Costco?
yes/no,Does this act as a thermal spray to protect your hair when blow-drying?
yes/no,"I have oily/combo, will this product make me oily?"
yes/no,Is this soap all-natural/vegan?
yes/no,is it a ceramic barrel
yes/no,Is this shampoo gluten free?
yes/no,Is it non-comendogenic ? i can't afford to buy a moturizer that will clog my pores.
yes/no,"My hair is naturally straight and silky. As I've short hair and it tends to fold, need one just to quick fix. Should I go for this flat iron?"
yes/no,is this a real ck product?
yes/no,"I have some cystic scars on my back and the skin on my face is clear but not entirely even and evenly colored, would this help with that?"
yes/no,"Is this the high hold, matte finish? It states this in the add but in the picture of the jar it looks like it says medium hold"
yes/no,Is there any uv lights?
yes/no,Are they refillable
yes/no,Does cellophanes with color (deep brunette) cover grey ?
yes/no,Is the powder mineral foundation PARABEN FREE??
yes/no,am traveling out of the country. Can I use this as a laundry detergent in a sink
yes/no,May be a weird question but how do I get them to stay in my hair? There seems to be a plastic/rubber piece over the clip so it keeps falling off.
yes/no,is the product being shipped now from this store is parabens free?
yes/no,Does it contain silicone?
yes/no,Most products make my fine hair flat as day goes on. Will I have better luck from Mega Whip?
yes/no,Is xtdeme brite suppose to peel your skin?
yes/no,Can you use these together with Rogaine?
yes/no,Does this repel lice? (I work in a public school.)
yes/no,does it contain sodium lauryl sulfate
yes/no,"Is it semi permanent , permanent or temporary?"
yes/no,Is this suppose to come with a protective film inside it? I got mine today and I opened it and it seems as if its used....there's powder on the mirror and around the edges with no film over the bronzer like usual makeup powder has. Is this how its...
yes/no,"I had my hair bleached blonde a couple months ago, do I still need to bleach right before applying these colors?"
yes/no,Is this also known as a boudin splint?
yes/no,Is this compatible for countries with 220 voltage?
yes/no,Do the stretch mark come back from the faded area once you stop using this product ?
yes/no,should I use a regular body wash (dove) and face wash (black soap) before using this or can you just use the Kojic soap by itself? thank you!
yes/no,is this product vegan?
yes/no,will this cover a headful of curlers (about 20 - 1 1/4 inch rollers) overnight and stay in place?
yes/no,Does the hair dryer come with an air concentrator attachment nozzle (the small thin piece)
yes/no,Are the bottles 33 oz each?
yes/no,are batteries replaceable
yes/no,can i brush it
yes/no,Is it loud?
yes/no,Is this price for 2- 2.1 oz tubes?
yes/no,is this a round tall bottle?
yes/no,"Hi, do you think i can get it untill august 5th night?"
yes/no,Do you deliver internationally? I live in the UK.
yes/no,is it rotating?
yes/no,Are there directions for the proportion of bleach to developer?
yes/no,Is it able to use both of 110 v &amp; 220 V?
yes/no,Does it help with inner thighs?
yes/no,Can this be for travel 120-2240v
yes/no,does it work without heat appliances? I am looking for something to tame fly aways
yes/no,Is this the Rialto Daylight Cosmetic Mirror? It does't show the box so I'm wondering what the brand name is.
yes/no,Does this have a way to adjust temperature?
yes/no,Are There 6 Nail Polish Circles In The Order As In The Picture ?
yes/no,Is this unrefined coconut oil an edible version?
yes/no,"If you use a retinol cream or micro-gel (.025-.05 strength), will vani-cream spf 35 be strong enough to protect from sun damage?"
yes/no,Is this a dual voltage crimper ?
yes/no,"Is this cologne strong, like can people just know that your in the room when you have this on?"
yes/no,does this help in removing dandruff? thank you.
yes/no,Does this product fit on the Clarisonic Pro?
yes/no,Has anyone used this in Europe with no problems?
yes/no,DOES THE HEAD REST ADJUST UP AND DOWN?
yes/no,"I'm looking to purchase quantity two of this item, is there a way to combine shipping since it is one order?"
yes/no,Will the brush stay on securely? I have had other hair dryers made by Conair that did not.
yes/no,Is the color of this powder the same as the Translucide translucent.
yes/no,can you use this as lotion
yes/no,Does this have more than 1 heat settings
yes/no,can i bleach and dye these extentions?
yes/no,"This was a gift for someone, I didn't see the package. Is the perfume authentic? (Angel)"
yes/no,Is it 27 dollars for just one towelette??
yes/no,The plastic tub mine came in was completely unlabeled--just a plain white plastic tub with gray lid. Is this normal? (The surrounding box was labeled)
yes/no,Do they have extended heating rods that the rollers slide down upon?
yes/no,Does this product reduce forehead deep wrinkles?
yes/no,I am looking for a bright white color (imagine you painted your nails with Whiteout). Do you think the Alpine Snow color would work for me?
yes/no,"Does this come with the brush, bowl, and gloves?"
yes/no,Does this serum contain hydroquinone?
yes/no,"the tanning lotions are 4 times this price in the tanning salons, are these you are selling knockoffs?"
yes/no,Is this fragrance free? Thank you for the help!
yes/no,can I use this product even thought I just a keratin treatment on my hair?
yes/no,list of ingredients. are they natural?
yes/no,sent my tua to tuausa two months ago for repair for $75. can't get hold of them anyone else had this problem?
yes/no,does it fade acne dark spots
yes/no,Is this authentic?
yes/no,"Has anyone used this to remove jamberry nail wraps? (jamberry lacquer remover works well to remove the wraps, but i'd love to find a natural way!"
yes/no,Is there an expiration date for Lytera Skin Brightening Complex. Thank you.
yes/no,are they matt ???
yes/no,is this edible? Thinking of using this to apply to my 4 year old son's thumb to prevent him from sucking it.
yes/no,do you have to use the foot pedal to make it work
yes/no,Does this work on RED post acne spots?
yes/no,can you provide expirartion dates?
yes/no,can I curl my hair with this Iron?
yes/no,Is this product non comegenic?
yes/no,Is it loud?
yes/no,"Is this 100% pure? As in, no other ingredients"
yes/no,is the lotion pictured in blue box definately for oily skin?
yes/no,does it have an outside pocket?
yes/no,"Replacing older model 1632. Will the wall bracket of this model, 1632-040, fit my old bracket?"
yes/no,does it come off if you go swimming
yes/no,Is this the type of Kaolin clay you can use in your garden around cucumbers and tomatoes?
yes/no,Is the ink included in this kit safe for human skin?
yes/no,Does this iron have an adjustable heat?
yes/no,Will it work for Afro-Caribbean 4C hair (previously relaxed but going natural for months)?
yes/no,Is it ok for colored hair? Thanks
yes/no,Can it make my legs slim?
yes/no,"Can you use standard replacement ""heads"" with this?"
yes/no,DO IT WORK FOR DARK CIRCLE AND PUFFINESS around eyes ( Peter Thomas eye cream )
yes/no,Is there a loop on the handle if i want to hang it and not use the stand?
yes/no,Is this the old version?
open-ended,Is this product taylored to age devying and which product is included in this set?
open-ended,Does this product really enhance volume &amp; length? Also does it shed?
open-ended,"Does anybody know if these bottles should be sealed,thanks"
open-ended,What's the difference between ColorProof SuperPlump Volumizing Shampoo &amp; ColorProof SuperRich Moisture Shampoo?
open-ended,scent
open-ended,does it contain sodium laural sulfite or EDTA?
open-ended,How long did it take to resive it in the mail?
open-ended,can you use this the first time you go tanning to get a base tan or should you use one with a bronzer first?
open-ended,"I'm about 50% grey, will this work, or do I need something different?"
open-ended,"Which ingredient makes this unfit to ship by air? Says it can't be shipped to me, but not why."
open-ended,Jamaican Black Castor Oil
open-ended,i cant charge it fully?
open-ended,Should I put it on before or after I apply hair gel?
open-ended,is it better then premium one or two hair ?
open-ended,when dirty how do I clean it?
open-ended,Does anyone know which is the active ingredient? I am now looking for a substitute without parabens perhaps someone knows about a product in Europe?
open-ended,How does it smell?
open-ended,How many should I get if I have thick hair?
open-ended,"Before purchasing, just want to verify that this product helps with melasma?? Tired of hiding and going missing in family pics"
open-ended,can the mask/patches be reused or it is for 1 use
open-ended,What's the difference between this and the one I've seen advertised in the $50 price range?
open-ended,Is it a polished nickel or brushed nickel finish?
open-ended,worked great for me with tanning bed. can it be used as sunless tanner? meaning uv free no sun no tanning bed. should I switch to sunless tanner?
open-ended,"Does this kit include""Un-Wrinkle serum and Un-Wrinkle Eye""? why there's a lipgloss in the photo instead the eye serum?"
open-ended,Is this good for dry or oily skin? or can it be for both?
open-ended,what are the color choices?
open-ended,Is these set sturdy ? flimsy ?
open-ended,Is this machine effective in toning muscles to combat cellulite and sagging under the eye area? Has any one seen results with consistent use?
open-ended,"Hi I'm trying to figure out what all I need to do my own color? I like the light blonde, not quite white but pretty blonde. What all do I need?"
open-ended,which size should i get for forehead wrinkles and a chicken pock scar?
open-ended,why was this shade discontinued
open-ended,Does it REALLY work?? better than Proactiv???
open-ended,How is it processed? cold pressed? Use of hexane?
open-ended,Is this more purple than black? or black with tones of purple?
open-ended,"How long does your makeup stay on when you use this spray? I have tried the ""Skindinavia No More Shine Makeup Finish"" and it barely lasts 5 hours."
open-ended,Is the milk a warmer or cooler white? Is it more cream or more blue-ish white tone?
open-ended,What are the activie ingredients in Dr. Scholls Fungal Nail Treatment?
open-ended,I enjoy the shampoo but I don't enjoy the condioner it's doesn't leave my hair soft why
open-ended,What type of material covers seat and back?
open-ended,does your products look like the picture? When do they expire?
open-ended,does it work or the 5 stars evaluators are company's employees?
open-ended,How many ounces is it?
open-ended,When am I supposed to see changes? I've been using for 3 weeks now and NOTHING! I've also been using it EVERYDAY. What gives?
open-ended,"Has anyone tried to do a french twist with it? Looks like you can probably put your hair in it in a vertical position, roll, and secure with pins?"
open-ended,What are the ingredients in this product?
open-ended,What is the width measure of the opening for the hand?
open-ended,I have purple tips in my hair and need to cover it for work. I was wondering if this hairpiece would cover the purple if I put my hair in a bun?
open-ended,Your product shows free shipping but adds $5 for shipping in the actual order form. What gives?
open-ended,do you have 34/44/or 280
open-ended,How often can I use it?
open-ended,What Cosmetic Conductive Lotion or Gel do you reccomend to use it with?
open-ended,I haven't read anywhere about a shelf life for this product. How long will it last if used daily on my face and has anyone had it 'spoil' on them?
open-ended,1. To prepare the area (my back)what product can be better: alcohol/acetone? 2. What type or neutralize do I need to uses after I apply the TCA 20%?
open-ended,"What is the batch # that is stamped across the top of the tube, the last tube I ordered was very oily:3121"
open-ended,"Does anyone know what the ingredients of this shampoo are? Is it sulfate, paraben free? Thanks."
open-ended,"what does the $80.00 include,one bottle or two of the 1.0fl.oz?"
open-ended,How long does an 8 oz bottle last?
open-ended,Reseach says the 1.0 is too harsh for facial tissue - the .50 is recommended. Perhaps why this one should only be used once every 30 days?
open-ended,What are the ingredients for affirm sensitive scalp?
open-ended,What does soak off gel lacquer in the product description mean? Would typical nail polish remover work?
open-ended,"So, I just recived my first flat iron. the very back of the connect of power is moving, im not sure is dis normal or just dats the way its??"
open-ended,Free shipping also for Italy?
open-ended,I just want to make sure it is legit. Why did the price go down? Is there a catch?
open-ended,does this primer have any type of oil or alcohol?
open-ended,The first ingredient listed is Mineral Oil. What is the percentage of mineral oil used.
open-ended,"Do you have to rinse this out like every morning? Im black and i cant wash my hair everyday. Also, do you need to have wet hair first?"
open-ended,DURABILITY
open-ended,looks like different colors for169
open-ended,I am a male age 29 and my hair is getting thinner especially in the crown area. I researched online looking for natural products that do not have side effects. I decided to try Pro-Vaxa after hearing great positive reviews from customers. My question...
open-ended,"What is the outside diameter of the end that slips onto the hair dryer? Does it have any ""lip"" on outside or is it meant to slip over dryer end?"
open-ended,HOW LONG IS THE ''mAGIC HAIR BUN SPONGE MAKER?
open-ended,how hot does it heat up
open-ended,"I've used a combo of 7-0, 7-7 with a bit of 0-77 for a boost. What is the diff between 7-7 and 7-77? New formulation??"
open-ended,is this 25mm/32mm? is this curly iron the largest of the 3 styles?
open-ended,How would you describe the scent? Thank you.
open-ended,"What is the ratio of Schwarzkopf color and the developer? Is it 1 to 1, or 1 to 2?"
open-ended,How to unblock the nozzle?
open-ended,Since there is no cupcake pink available is there a way to get the atomic pink less atomic? More pale pink?
open-ended,Willit work in Italy or does it still need a converter?
open-ended,the light is clear or yellowish?
open-ended,What is the primary floral scent? Or are all the scents fairly balanced?
open-ended,How many bottles in this order?
open-ended,Where is this product made?
open-ended,is this the real thing or a knockoff?
open-ended,How long do they stay warm?
open-ended,"Can Men use this too or would my hair be shiny? I have dark brown hair (but not black) but is 30% grey, so I'm thinking to try the Brown/Black color."
open-ended,How can you tell what the different colors look like. Color swatches are missing? What number is the two-tone one displayed?
open-ended,why is there a difference in price in the two 4 oz. bottles and the one 8 oz. bottle. same quanity difference price
open-ended,"can i use this item with 220 volt ? and if so , what typr of adapter do i need to buy ?"
